title,description,location
"Confidential Print: Middle East, 1839-1969 ","This collection consists of the Confidential Print for the countries of the Levant and the Arabian peninsula, Iran, Turkey, Egypt and Sudan. Beginning with the Egyptian reforms of Muhammad Ali Pasha in the 1830s, the documents trace the events of the following 150 years, including the Middle East Conference of 1921, the mandates for Palestine and Mesopotamia, the partition of Palestine, the 1956 Suez Crisis and post-Suez Western foreign policy, and the Arab-Israeli conflict.",https://www.archivesdirect.amdigital.co.uk/CP_MiddleEast
"Confidential Print: North America, 1824-1961 ","This collection consists of the Confidential Print for the United States, Canada and the English-speaking Caribbean, with some coverage of Central and South America, and covers such topics as slavery, Prohibition, the First and Second World Wars, racial segregation, territorial disputes, the League of Nations, McCarthyism and the nuclear bomb. The bulk of the material covers the late nineteenth century and the first half of the twentieth century.",https://www.archivesdirect.amdigital.co.uk/CP_NorthAmerica
Eighteenth Century Drama ,A unique archive of almost every play submitted for licence between 1737 and 1824 as well as hundreds of documents that provide social context for the plays.,https://www.eighteenthcenturydrama.amdigital.co.uk/
Eighteenth Century Journals ,"Bringing together rare journals printed between 1685 and 1835, this resource illuminates all aspects of eighteenth-century social, political and literary life. Topics covered are wide-ranging and include colonial life, provincial and rural affairs, the French and American revolutions, reviews of literature and fashion throughout Europe, political debates, and London coffee house gossip and discussion.",https://www.18thcjournals.amdigital.co.uk
Empire Online,"<p>Empire Online brings together manuscripts, printed and visual primary source materials for the study of Empire and its theories, practices and consequences. The materials span across the last five centuries and are accompanied by a host of secondary learning resources including scholarly essays, maps and an interactive chronology.</p>",https://www.empire.amdigital.co.uk
"Everyday Life and Women in America, c1800-1920 ","&lt;em&gt;Everyday Life &amp;amp; Women in America c.1800-1920&lt;/em&gt; showcases unique primary source material for the study of American social, cultural, and popular history in the 19th and early 20th centuries.",https://www.everydaylife.amdigital.co.uk/
First World War Portal ,"The&lt;em&gt; First World War&lt;/em&gt; portal makes available invaluable primary sources for the study of the Great War, brought together in four thematic modules. From personal collections and rare printed material to military files, artwork and audio-visual files, content highlights the experiences of soldiers, civilians and governments on both sides of a conflict that shook the world.",https://www.firstworldwar.amdigital.co.uk/
Foreign Office Files for China,"<p>The six parts of this collection make available all British Foreign Office files dealing with China, Hong Kong and Taiwan between 1919 and 1980. Due to the long-unique nature of the relationship between Britain and China, these formerly restricted British government documents, consisting of diplomatic dispatches, letters, newspaper cuttings, maps, reports of court cases, biographies of leading personalities, summaries of events and diverse other materials, provide unprecedented levels of detail into one of the most turbulent centuries of Chinese history.</p>",https://www.archivesdirect.amdigital.co.uk/FO_China
"Foreign Office Files for India, Pakistan and Afghanistan","This collection of files from the Foreign Office (later the Foreign and Commonwealth Office) and Dominions Office focuses on the political and social history of India, Pakistan and Afghanistan.",https://www.archivesdirect.amdigital.co.uk/FO_India
Frontier Life,"<p>This digital collection of primary source documents helps us to understand existence on the edges of the anglophone world from 1650-1920. Discover the various European and colonial frontier regions of North America, Africa and Australasia through documents that reveal the lives of settlers and indigenous peoples in these areas.</p>",https://www.frontierlife.amdigital.co.uk/
"Global Commodities: Trade, Exploration and Cultural Exchange","This resource brings together manuscript, printed and visual primary source materials for the study of global commodities in world history.",https://www.globalcommodities.amdigital.co.uk/
Grand Tour,"This collection of manuscript, visual and printed works allows scholars to compare a range of sources on the history of travel for the first time, including many from private or neglected collections.",http://www.grandtour.amdigital.co.uk
"India, Raj and Empire","Explore the history of South Asia between the foundation of the East India Company in 1615 and the granting of independence to India and Pakistan in 1947, through the wonderfully rich and diverse manuscript collections of the National Library of Scotland.",https://www.indiaraj.amdigital.co.uk/
"Jewish Life in America, c1654-1954 ","This collection brings to life the communal and social aspects of Jewish identity and culture, whilst tracing Jewish involvement in the political life of American society as a whole.",https://www.jewishlife.amdigital.co.uk
"Leisure, Travel and Mass Culture","This resource presents a multi-national journey through well-known, little-known and far-flung destinations unlocked for the average traveller between 1850 and the 1980s. Guidebooks and brochures, periodicals, travel agency correspondence, photographs and personal travel journals provide unique insight into the expansion, accessibility and affordability of tourism for the masses and the evolution of some of the most successful travel agencies in the world.",https://www.masstourism.amdigital.co.uk/
Literary Manuscripts from the Berg Collection of the New York Public Library,"<p>&lt;em&gt;Literary Manuscripts&lt;/em&gt; is drawn from the nineteenth century holdings of the Henry W. and Albert A. Berg Collection of English and American Literature at the New York Public Library. While the holdings of the Berg extend from 1480 to the present day, its most extensive holdings date from the nineteenth century.</p>",https://www.literarymanuscriptsberg.amdigital.co.uk/
